event_date,feature,target_role,total_generations,successful_generations,failed_generations,success_rate,average_latency_ms,total_tokens
2026-02-18,exam_generation,Finance Analyst,9,9,0,1.0,1622.11,13906
2026-02-18,exam_generation,Product Manager,9,8,1,0.8889,1677.67,12309
2026-02-18,exam_generation,Software Engineer,9,9,0,1.0,1628.67,13705
2026-02-18,exam_generation,UX Designer,5,5,0,1.0,1462.0,6981
2026-02-18,job_analysis,Data Analyst,7,6,1,0.8571,1453.57,10075
2026-02-18,job_analysis,Finance Analyst,9,8,1,0.8889,1642.22,12942
2026-02-18,job_analysis,Product Manager,7,7,0,1.0,1833.14,11698
2026-02-18,job_analysis,Software Engineer,12,12,0,1.0,1828.83,17332
2026-02-18,job_analysis,UX Designer,9,8,1,0.8889,1436.89,12619
2026-02-18,mock_interview,Data Analyst,1,1,0,1.0,1882.0,1922
2026-02-18,mock_interview,Product Manager,4,4,0,1.0,1754.0,6816
2026-02-18,mock_interview,Software Engineer,4,4,0,1.0,1702.75,5561
2026-02-18,mock_interview,UX Designer,1,1,0,1.0,861.0,1546
2026-02-18,prep_plan,Data Analyst,6,6,0,1.0,2132.17,9757
2026-02-18,prep_plan,Finance Analyst,5,5,0,1.0,1531.8,7946
2026-02-18,prep_plan,Product Manager,7,6,1,0.8571,1611.57,10431
2026-02-18,prep_plan,Software Engineer,4,3,1,0.75,2129.75,4867
2026-02-18,prep_plan,UX Designer,6,6,0,1.0,1486.0,9301
2026-02-18,study_notes,Data Analyst,40,40,0,1.0,2058.5,74697
2026-02-18,study_notes,Finance Analyst,42,39,3,0.9286,2108.02,75136
2026-02-18,study_notes,Product Manager,39,37,2,0.9487,2156.1,66670
2026-02-18,study_notes,Software Engineer,52,49,3,0.9423,2220.06,95612
2026-02-18,study_notes,UX Designer,48,45,3,0.9375,2239.33,89927
2026-02-19,exam_generation,Data Analyst,3,3,0,1.0,1265.0,4662
2026-02-19,exam_generation,Finance Analyst,13,11,2,0.8462,1860.62,17141
2026-02-19,exam_generation,Product Manager,5,5,0,1.0,1770.8,6034
2026-02-19,exam_generation,Software Engineer,9,8,1,0.8889,1622.67,13324
2026-02-19,exam_generation,UX Designer,13,12,1,0.9231,1755.31,17268
2026-02-19,job_analysis,Data Analyst,8,8,0,1.0,1448.38,12796
2026-02-19,job_analysis,Finance Analyst,7,6,1,0.8571,1520.29,9638
2026-02-19,job_analysis,Product Manager,8,8,0,1.0,1799.25,13582
2026-02-19,job_analysis,Software Engineer,7,6,1,0.8571,1326.29,9316
2026-02-19,job_analysis,UX Designer,8,8,0,1.0,1819.0,10825
2026-02-19,mock_interview,Finance Analyst,2,1,1,0.5,1570.0,2437
2026-02-19,mock_interview,Product Manager,1,1,0,1.0,1443.0,1232
2026-02-19,mock_interview,Software Engineer,2,1,1,0.5,2419.0,1808
2026-02-19,prep_plan,Data Analyst,3,3,0,1.0,1745.67,4027
2026-02-19,prep_plan,Finance Analyst,4,4,0,1.0,1879.75,6858
2026-02-19,prep_plan,Product Manager,6,6,0,1.0,1839.5,8850
2026-02-19,prep_plan,Software Engineer,8,8,0,1.0,1685.12,11795
2026-02-19,prep_plan,UX Designer,5,5,0,1.0,2166.2,5928
2026-02-19,study_notes,Data Analyst,44,40,4,0.9091,2163.93,78425
2026-02-19,study_notes,Finance Analyst,44,42,2,0.9545,2183.52,77419
2026-02-19,study_notes,Product Manager,35,35,0,1.0,2199.49,64662
2026-02-19,study_notes,Software Engineer,50,46,4,0.92,2135.04,90761
2026-02-19,study_notes,UX Designer,53,52,1,0.9811,2299.83,95056
2026-02-20,exam_generation,Data Analyst,10,10,0,1.0,1510.4,14738
2026-02-20,exam_generation,Finance Analyst,14,13,1,0.9286,1754.5,19665
2026-02-20,exam_generation,Product Manager,11,10,1,0.9091,1749.0,15995
2026-02-20,exam_generation,Software Engineer,13,12,1,0.9231,1459.77,18914
2026-02-20,exam_generation,UX Designer,16,16,0,1.0,1879.88,23277
2026-02-20,job_analysis,Data Analyst,5,5,0,1.0,1544.0,7946
2026-02-20,job_analysis,Finance Analyst,9,8,1,0.8889,2001.11,12475
2026-02-20,job_analysis,Product Manager,5,5,0,1.0,1810.2,6831
2026-02-20,job_analysis,Software Engineer,6,6,0,1.0,1564.5,9666
2026-02-20,job_analysis,UX Designer,7,7,0,1.0,1489.14,10520
2026-02-20,mock_interview,Data Analyst,1,1,0,1.0,782.0,1233
2026-02-20,mock_interview,Finance Analyst,2,1,1,0.5,1356.5,2637
2026-02-20,mock_interview,Product Manager,2,2,0,1.0,880.0,3044
2026-02-20,mock_interview,Software Engineer,2,1,1,0.5,2002.5,2318
2026-02-20,prep_plan,Data Analyst,4,3,1,0.75,1666.0,5723
2026-02-20,prep_plan,Finance Analyst,4,4,0,1.0,2010.0,6307
2026-02-20,prep_plan,Product Manager,6,6,0,1.0,1625.0,9410
2026-02-20,prep_plan,Software Engineer,2,2,0,1.0,1453.5,2225
2026-02-20,prep_plan,UX Designer,4,4,0,1.0,1773.5,5827
2026-02-20,study_notes,Data Analyst,38,38,0,1.0,2001.08,72645
2026-02-20,study_notes,Finance Analyst,45,39,6,0.8667,2091.89,79119
2026-02-20,study_notes,Product Manager,41,39,2,0.9512,2152.17,74387
2026-02-20,study_notes,Software Engineer,35,34,1,0.9714,2065.74,64051
2026-02-20,study_notes,UX Designer,47,44,3,0.9362,2232.19,85370
2026-02-21,exam_generation,Data Analyst,12,11,1,0.9167,1600.75,16157
2026-02-21,exam_generation,Finance Analyst,12,12,0,1.0,1570.92,17400
2026-02-21,exam_generation,Product Manager,10,9,1,0.9,1479.4,13927
2026-02-21,exam_generation,Software Engineer,10,9,1,0.9,1629.2,13777
2026-02-21,exam_generation,UX Designer,14,14,0,1.0,1543.21,19584
2026-02-21,job_analysis,Data Analyst,6,5,1,0.8333,1796.83,8662
2026-02-21,job_analysis,Finance Analyst,11,10,1,0.9091,1657.27,14321
2026-02-21,job_analysis,Product Manager,9,9,0,1.0,1508.22,12280
2026-02-21,job_analysis,Software Engineer,6,6,0,1.0,1673.17,9196
2026-02-21,job_analysis,UX Designer,8,7,1,0.875,1711.88,12309
2026-02-21,mock_interview,Data Analyst,1,1,0,1.0,1945.0,1238
2026-02-21,mock_interview,Product Manager,5,5,0,1.0,1470.8,7714
2026-02-21,mock_interview,Software Engineer,1,1,0,1.0,1833.0,1552
2026-02-21,mock_interview,UX Designer,3,3,0,1.0,2070.67,4254
2026-02-21,prep_plan,Data Analyst,7,7,0,1.0,1750.14,9947
2026-02-21,prep_plan,Finance Analyst,6,6,0,1.0,1737.67,9214
2026-02-21,prep_plan,Product Manager,2,2,0,1.0,1364.0,2408
2026-02-21,prep_plan,Software Engineer,5,5,0,1.0,2254.8,8533
2026-02-21,prep_plan,UX Designer,8,8,0,1.0,1247.62,11661
2026-02-21,study_notes,Data Analyst,42,41,1,0.9762,2026.95,76201
2026-02-21,study_notes,Finance Analyst,47,45,2,0.9574,2062.66,86711
2026-02-21,study_notes,Product Manager,55,53,2,0.9636,2168.53,99448
2026-02-21,study_notes,Software Engineer,39,38,1,0.9744,2026.05,70634
2026-02-21,study_notes,UX Designer,58,57,1,0.9828,2134.95,110324
2026-02-22,exam_generation,Data Analyst,6,6,0,1.0,1662.17,8618
2026-02-22,exam_generation,Finance Analyst,11,10,1,0.9091,1466.91,15143
2026-02-22,exam_generation,Product Manager,9,8,1,0.8889,1629.78,12762
2026-02-22,exam_generation,Software Engineer,8,8,0,1.0,1758.0,10646
2026-02-22,exam_generation,UX Designer,6,6,0,1.0,1572.5,8820
2026-02-22,job_analysis,Data Analyst,4,4,0,1.0,1671.0,6281
2026-02-22,job_analysis,Finance Analyst,8,8,0,1.0,1774.38,11185
2026-02-22,job_analysis,Product Manager,5,4,1,0.8,1601.0,6999
2026-02-22,job_analysis,Software Engineer,6,5,1,0.8333,1436.0,7716
2026-02-22,job_analysis,UX Designer,6,6,0,1.0,1468.17,8656
2026-02-22,mock_interview,Data Analyst,3,3,0,1.0,1550.0,4656
2026-02-22,mock_interview,Finance Analyst,1,1,0,1.0,2052.0,1795
2026-02-22,mock_interview,Product Manager,3,3,0,1.0,1642.67,4071
2026-02-22,mock_interview,Software Engineer,1,1,0,1.0,1646.0,1531
2026-02-22,mock_interview,UX Designer,2,2,0,1.0,1769.5,3129
2026-02-22,prep_plan,Finance Analyst,3,3,0,1.0,2126.0,3932
2026-02-22,prep_plan,Product Manager,4,3,1,0.75,1972.5,4729
2026-02-22,prep_plan,Software Engineer,6,6,0,1.0,1806.5,8774
2026-02-22,prep_plan,UX Designer,3,3,0,1.0,1836.67,4746
2026-02-22,study_notes,Data Analyst,31,30,1,0.9677,2079.19,54699
2026-02-22,study_notes,Finance Analyst,46,46,0,1.0,2208.78,84448
2026-02-22,study_notes,Product Manager,32,31,1,0.9688,2144.34,59799
2026-02-22,study_notes,Software Engineer,41,39,2,0.9512,2113.9,75042
2026-02-22,study_notes,UX Designer,52,51,1,0.9808,2136.54,95869
2026-02-23,exam_generation,Data Analyst,9,8,1,0.8889,2010.0,14052
2026-02-23,exam_generation,Finance Analyst,12,12,0,1.0,1821.0,19017
2026-02-23,exam_generation,Product Manager,8,8,0,1.0,1415.75,12267
2026-02-23,exam_generation,Software Engineer,9,9,0,1.0,1808.44,13964
2026-02-23,exam_generation,UX Designer,8,8,0,1.0,2015.5,11419
2026-02-23,job_analysis,Data Analyst,11,11,0,1.0,1756.82,17349
2026-02-23,job_analysis,Finance Analyst,6,5,1,0.8333,1696.33,6309
2026-02-23,job_analysis,Product Manager,10,10,0,1.0,1740.5,16649
2026-02-23,job_analysis,Software Engineer,9,9,0,1.0,1735.44,13921
2026-02-23,job_analysis,UX Designer,4,4,0,1.0,1899.0,5427
2026-02-23,mock_interview,Data Analyst,1,1,0,1.0,1447.0,1284
2026-02-23,mock_interview,Finance Analyst,1,1,0,1.0,914.0,1850
2026-02-23,mock_interview,Product Manager,2,2,0,1.0,1581.5,2784
2026-02-23,mock_interview,Software Engineer,4,4,0,1.0,1852.25,5822
2026-02-23,mock_interview,UX Designer,4,3,1,0.75,1773.5,5390
2026-02-23,prep_plan,Data Analyst,9,7,2,0.7778,1918.0,12180
2026-02-23,prep_plan,Finance Analyst,8,7,1,0.875,1306.88,11955
2026-02-23,prep_plan,Product Manager,1,0,1,0.0,1487.0,831
2026-02-23,prep_plan,Software Engineer,1,1,0,1.0,1676.0,2075
2026-02-23,prep_plan,UX Designer,5,5,0,1.0,1661.4,7496
2026-02-23,study_notes,Data Analyst,40,37,3,0.925,2121.07,69740
2026-02-23,study_notes,Finance Analyst,39,38,1,0.9744,2219.28,73358
2026-02-23,study_notes,Product Manager,33,32,1,0.9697,2255.67,59468
2026-02-23,study_notes,Software Engineer,43,40,3,0.9302,2146.21,77142
2026-02-23,study_notes,UX Designer,45,43,2,0.9556,2042.91,79639
2026-02-24,exam_generation,Data Analyst,12,12,0,1.0,1528.25,18114
2026-02-24,exam_generation,Finance Analyst,13,12,1,0.9231,1520.31,18669
2026-02-24,exam_generation,Product Manager,10,10,0,1.0,1778.6,16915
2026-02-24,exam_generation,Software Engineer,5,5,0,1.0,1738.4,7290
2026-02-24,exam_generation,UX Designer,10,10,0,1.0,2019.8,14149
2026-02-24,job_analysis,Data Analyst,9,8,1,0.8889,1645.78,13703
2026-02-24,job_analysis,Finance Analyst,4,4,0,1.0,1455.0,4812
2026-02-24,job_analysis,Product Manager,12,12,0,1.0,1621.17,17166
2026-02-24,job_analysis,Software Engineer,11,9,2,0.8182,1561.55,15731
2026-02-24,job_analysis,UX Designer,4,4,0,1.0,2116.0,5610
2026-02-24,mock_interview,Data Analyst,2,2,0,1.0,1915.5,3478
2026-02-24,mock_interview,Finance Analyst,1,1,0,1.0,2351.0,1322
2026-02-24,mock_interview,Product Manager,2,2,0,1.0,1665.5,2615
2026-02-24,mock_interview,Software Engineer,4,4,0,1.0,1953.25,6563
2026-02-24,mock_interview,UX Designer,3,3,0,1.0,1510.0,5012
2026-02-24,prep_plan,Data Analyst,5,4,1,0.8,1763.6,6237
2026-02-24,prep_plan,Finance Analyst,2,2,0,1.0,1525.5,3767
2026-02-24,prep_plan,Product Manager,5,5,0,1.0,1617.0,6852
2026-02-24,prep_plan,Software Engineer,6,6,0,1.0,1497.5,8543
2026-02-24,prep_plan,UX Designer,1,1,0,1.0,1158.0,1303
2026-02-24,study_notes,Data Analyst,46,45,1,0.9783,2140.09,89629
2026-02-24,study_notes,Finance Analyst,40,40,0,1.0,2105.32,77454
2026-02-24,study_notes,Product Manager,38,38,0,1.0,2153.03,68763
2026-02-24,study_notes,Software Engineer,28,28,0,1.0,2328.86,54436
2026-02-24,study_notes,UX Designer,44,42,2,0.9545,2047.05,79260
2026-02-25,exam_generation,Data Analyst,10,9,1,0.9,1758.9,13867
2026-02-25,exam_generation,Finance Analyst,9,9,0,1.0,1647.78,14175
2026-02-25,exam_generation,Product Manager,13,13,0,1.0,1671.92,19368
2026-02-25,exam_generation,Software Engineer,10,9,1,0.9,1353.0,13795
2026-02-25,exam_generation,UX Designer,8,8,0,1.0,1658.12,12091
2026-02-25,job_analysis,Data Analyst,14,14,0,1.0,1525.71,21493
2026-02-25,job_analysis,Finance Analyst,9,8,1,0.8889,2184.56,12183
2026-02-25,job_analysis,Product Manager,8,8,0,1.0,1354.25,12749
2026-02-25,job_analysis,Software Engineer,9,9,0,1.0,1980.0,13069
2026-02-25,job_analysis,UX Designer,7,7,0,1.0,1744.43,11171
2026-02-25,mock_interview,Finance Analyst,7,7,0,1.0,1753.57,9986
2026-02-25,mock_interview,Product Manager,1,1,0,1.0,1864.0,1781
2026-02-25,mock_interview,Software Engineer,1,1,0,1.0,1221.0,1725
2026-02-25,prep_plan,Data Analyst,6,4,2,0.6667,1754.17,7594
2026-02-25,prep_plan,Finance Analyst,6,6,0,1.0,1594.17,9122
2026-02-25,prep_plan,Product Manager,9,9,0,1.0,1620.89,13883
2026-02-25,prep_plan,Software Engineer,9,8,1,0.8889,1693.89,11865
2026-02-25,prep_plan,UX Designer,4,4,0,1.0,871.75,5534
2026-02-25,study_notes,Data Analyst,46,43,3,0.9348,2126.61,80262
2026-02-25,study_notes,Finance Analyst,40,38,2,0.95,2114.8,69596
2026-02-25,study_notes,Product Manager,35,33,2,0.9429,2170.83,62271
2026-02-25,study_notes,Software Engineer,48,44,4,0.9167,2227.35,84712
2026-02-25,study_notes,UX Designer,46,45,1,0.9783,2177.63,86160
2026-02-26,exam_generation,Data Analyst,8,7,1,0.875,1483.88,9111
2026-02-26,exam_generation,Finance Analyst,5,5,0,1.0,2062.6,7941
2026-02-26,exam_generation,Product Manager,12,12,0,1.0,1541.58,19784
2026-02-26,exam_generation,Software Engineer,8,8,0,1.0,1424.12,12145
2026-02-26,exam_generation,UX Designer,6,6,0,1.0,1814.83,8916
2026-02-26,job_analysis,Data Analyst,7,7,0,1.0,1486.0,10460
2026-02-26,job_analysis,Finance Analyst,6,6,0,1.0,1496.0,9198
2026-02-26,job_analysis,Product Manager,9,9,0,1.0,1647.67,12180
2026-02-26,job_analysis,Software Engineer,7,7,0,1.0,1588.86,10954
2026-02-26,job_analysis,UX Designer,2,2,0,1.0,1772.5,3651
2026-02-26,mock_interview,Data Analyst,1,1,0,1.0,2443.0,1775
2026-02-26,mock_interview,Finance Analyst,2,2,0,1.0,2121.0,2591
2026-02-26,mock_interview,UX Designer,3,2,1,0.6667,1852.33,4368
2026-02-26,prep_plan,Data Analyst,5,5,0,1.0,1813.8,7636
2026-02-26,prep_plan,Finance Analyst,3,3,0,1.0,1590.33,3733
2026-02-26,prep_plan,Product Manager,4,4,0,1.0,1602.5,5635
2026-02-26,prep_plan,Software Engineer,5,5,0,1.0,1797.4,7446
2026-02-26,prep_plan,UX Designer,1,1,0,1.0,1031.0,1638
2026-02-26,study_notes,Data Analyst,48,47,1,0.9792,1995.58,89392
2026-02-26,study_notes,Finance Analyst,44,44,0,1.0,2127.8,78972
2026-02-26,study_notes,Product Manager,40,39,1,0.975,2162.1,72434
2026-02-26,study_notes,Software Engineer,32,31,1,0.9688,2379.0,58002
2026-02-26,study_notes,UX Designer,31,31,0,1.0,2218.13,57170
2026-02-27,exam_generation,Data Analyst,8,6,2,0.75,1684.38,10626
2026-02-27,exam_generation,Finance Analyst,6,5,1,0.8333,1635.17,7501
2026-02-27,exam_generation,Product Manager,7,7,0,1.0,1680.0,10358
2026-02-27,exam_generation,Software Engineer,16,16,0,1.0,1589.12,23387
2026-02-27,exam_generation,UX Designer,7,7,0,1.0,1914.14,9826
2026-02-27,job_analysis,Data Analyst,9,9,0,1.0,1700.78,13515
2026-02-27,job_analysis,Finance Analyst,8,8,0,1.0,1490.12,10359
2026-02-27,job_analysis,Product Manager,2,2,0,1.0,1632.5,2466
2026-02-27,job_analysis,Software Engineer,12,12,0,1.0,1495.5,16681
2026-02-27,job_analysis,UX Designer,7,7,0,1.0,1594.14,9470
2026-02-27,mock_interview,Data Analyst,4,4,0,1.0,1893.75,5076
2026-02-27,mock_interview,Finance Analyst,2,2,0,1.0,1772.5,2353
2026-02-27,mock_interview,Product Manager,2,2,0,1.0,1833.0,2614
2026-02-27,mock_interview,UX Designer,3,3,0,1.0,2159.67,4837
2026-02-27,prep_plan,Data Analyst,6,6,0,1.0,1773.5,7594
2026-02-27,prep_plan,Finance Analyst,5,5,0,1.0,1865.2,6180
2026-02-27,prep_plan,Product Manager,10,9,1,0.9,1698.2,15497
2026-02-27,prep_plan,Software Engineer,5,5,0,1.0,2018.2,8128
2026-02-27,prep_plan,UX Designer,5,5,0,1.0,1841.2,6813
2026-02-27,study_notes,Data Analyst,39,37,2,0.9487,2150.0,70524
2026-02-27,study_notes,Finance Analyst,38,36,2,0.9474,2065.16,70116
2026-02-27,study_notes,Product Manager,35,34,1,0.9714,2097.77,61553
2026-02-27,study_notes,Software Engineer,39,38,1,0.9744,2098.33,71605
2026-02-27,study_notes,UX Designer,32,30,2,0.9375,2180.94,55065
2026-02-28,exam_generation,Data Analyst,14,12,2,0.8571,1604.71,17498
2026-02-28,exam_generation,Finance Analyst,5,5,0,1.0,1634.4,7281
2026-02-28,exam_generation,Product Manager,14,14,0,1.0,1588.07,20507
2026-02-28,exam_generation,Software Engineer,9,9,0,1.0,1498.0,13915
2026-02-28,exam_generation,UX Designer,7,7,0,1.0,1637.29,10349
2026-02-28,job_analysis,Data Analyst,7,6,1,0.8571,1741.0,8944
2026-02-28,job_analysis,Finance Analyst,8,7,1,0.875,1602.0,10696
2026-02-28,job_analysis,Product Manager,7,7,0,1.0,1653.29,8952
2026-02-28,job_analysis,Software Engineer,7,7,0,1.0,1704.71,9794
2026-02-28,job_analysis,UX Designer,8,8,0,1.0,1391.88,12108
2026-02-28,mock_interview,Finance Analyst,6,6,0,1.0,1813.67,8553
2026-02-28,mock_interview,Product Manager,2,2,0,1.0,1707.5,3289
2026-02-28,mock_interview,Software Engineer,1,1,0,1.0,3116.0,1231
2026-02-28,mock_interview,UX Designer,1,1,0,1.0,1822.0,1468
2026-02-28,prep_plan,Data Analyst,5,4,1,0.8,1788.8,5958
2026-02-28,prep_plan,Finance Analyst,5,4,1,0.8,1445.2,6365
2026-02-28,prep_plan,Product Manager,2,2,0,1.0,2645.5,3273
2026-02-28,prep_plan,Software Engineer,7,7,0,1.0,1496.71,11469
2026-02-28,prep_plan,UX Designer,2,2,0,1.0,943.0,3635
2026-02-28,study_notes,Data Analyst,57,55,2,0.9649,2091.89,105330
2026-02-28,study_notes,Finance Analyst,40,37,3,0.925,2141.45,73106
2026-02-28,study_notes,Product Manager,36,36,0,1.0,2010.69,66830
2026-02-28,study_notes,Software Engineer,44,43,1,0.9773,2113.55,80442
2026-02-28,study_notes,UX Designer,30,30,0,1.0,1896.17,57851
2026-03-01,exam_generation,Data Analyst,17,17,0,1.0,1654.29,24927
2026-03-01,exam_generation,Finance Analyst,10,10,0,1.0,1709.0,16363
2026-03-01,exam_generation,Product Manager,9,9,0,1.0,1653.56,12498
2026-03-01,exam_generation,Software Engineer,14,12,2,0.8571,1550.57,19957
2026-03-01,exam_generation,UX Designer,7,7,0,1.0,1505.71,9023
2026-03-01,job_analysis,Data Analyst,12,12,0,1.0,1724.17,17790
2026-03-01,job_analysis,Finance Analyst,9,9,0,1.0,1514.22,13276
2026-03-01,job_analysis,Product Manager,9,9,0,1.0,1415.22,12561
2026-03-01,job_analysis,Software Engineer,6,6,0,1.0,1083.0,9065
2026-03-01,job_analysis,UX Designer,7,7,0,1.0,1723.71,10502
2026-03-01,mock_interview,Data Analyst,1,1,0,1.0,2159.0,1211
2026-03-01,mock_interview,Finance Analyst,1,1,0,1.0,1852.0,1612
2026-03-01,mock_interview,Product Manager,3,3,0,1.0,2074.67,5020
2026-03-01,mock_interview,Software Engineer,1,1,0,1.0,1484.0,2012
2026-03-01,prep_plan,Data Analyst,4,4,0,1.0,1631.75,5399
2026-03-01,prep_plan,Finance Analyst,7,7,0,1.0,1536.43,10314
2026-03-01,prep_plan,Product Manager,1,1,0,1.0,2216.0,1936
2026-03-01,prep_plan,Software Engineer,3,3,0,1.0,1437.0,4470
2026-03-01,prep_plan,UX Designer,3,3,0,1.0,1768.33,4592
2026-03-01,study_notes,Data Analyst,41,39,2,0.9512,2095.46,72051
2026-03-01,study_notes,Finance Analyst,35,33,2,0.9429,2204.66,62479
2026-03-01,study_notes,Product Manager,32,32,0,1.0,2098.78,59537
2026-03-01,study_notes,Software Engineer,39,37,2,0.9487,2182.62,73801
2026-03-01,study_notes,UX Designer,24,24,0,1.0,2321.96,45622
2026-03-02,exam_generation,Data Analyst,10,9,1,0.9,1517.2,15146
2026-03-02,exam_generation,Finance Analyst,9,9,0,1.0,1702.11,15036
2026-03-02,exam_generation,Product Manager,9,8,1,0.8889,1710.67,13257
2026-03-02,exam_generation,Software Engineer,7,7,0,1.0,1634.57,9609
2026-03-02,exam_generation,UX Designer,6,6,0,1.0,1793.33,8494
2026-03-02,job_analysis,Data Analyst,9,9,0,1.0,1408.67,13625
2026-03-02,job_analysis,Finance Analyst,12,12,0,1.0,1634.5,20555
2026-03-02,job_analysis,Product Manager,11,10,1,0.9091,1604.55,16089
2026-03-02,job_analysis,Software Engineer,9,7,2,0.7778,1870.56,11347
2026-03-02,job_analysis,UX Designer,8,7,1,0.875,1452.12,10453
2026-03-02,mock_interview,Data Analyst,1,1,0,1.0,1981.0,1364
2026-03-02,mock_interview,Finance Analyst,2,2,0,1.0,1247.0,2926
2026-03-02,mock_interview,Software Engineer,1,1,0,1.0,2042.0,1430
2026-03-02,prep_plan,Data Analyst,2,2,0,1.0,1284.5,3659
2026-03-02,prep_plan,Finance Analyst,5,5,0,1.0,1671.4,8481
2026-03-02,prep_plan,Product Manager,6,5,1,0.8333,1453.17,8115
2026-03-02,prep_plan,Software Engineer,9,9,0,1.0,1835.78,12754
2026-03-02,prep_plan,UX Designer,2,2,0,1.0,1504.0,2852
2026-03-02,study_notes,Data Analyst,38,36,2,0.9474,2171.05,70115
2026-03-02,study_notes,Finance Analyst,46,43,3,0.9348,2084.17,81549
2026-03-02,study_notes,Product Manager,32,32,0,1.0,2057.69,60435
2026-03-02,study_notes,Software Engineer,45,40,5,0.8889,2057.73,77580
2026-03-02,study_notes,UX Designer,23,21,2,0.913,2143.3,40342
2026-03-03,exam_generation,Data Analyst,9,9,0,1.0,1731.78,13693
2026-03-03,exam_generation,Finance Analyst,6,6,0,1.0,1823.0,9422
2026-03-03,exam_generation,Product Manager,12,12,0,1.0,1447.83,16314
2026-03-03,exam_generation,Software Engineer,14,14,0,1.0,1638.36,20307
2026-03-03,exam_generation,UX Designer,6,4,2,0.6667,1554.5,8383
2026-03-03,job_analysis,Data Analyst,6,6,0,1.0,1660.83,7589
2026-03-03,job_analysis,Finance Analyst,8,7,1,0.875,1762.12,11246
2026-03-03,job_analysis,Product Manager,8,8,0,1.0,1393.0,13384
2026-03-03,job_analysis,Software Engineer,5,5,0,1.0,1862.0,7094
2026-03-03,job_analysis,UX Designer,9,9,0,1.0,1897.11,14425
2026-03-03,mock_interview,Data Analyst,1,1,0,1.0,1863.0,1694
2026-03-03,mock_interview,Finance Analyst,1,1,0,1.0,2370.0,1366
2026-03-03,mock_interview,Product Manager,2,2,0,1.0,1385.5,2801
2026-03-03,mock_interview,Software Engineer,3,3,0,1.0,1751.33,4748
2026-03-03,mock_interview,UX Designer,1,1,0,1.0,1320.0,1226
2026-03-03,prep_plan,Data Analyst,7,7,0,1.0,1595.14,9974
2026-03-03,prep_plan,Finance Analyst,6,5,1,0.8333,1579.33,9062
2026-03-03,prep_plan,Product Manager,5,5,0,1.0,1832.4,6920
2026-03-03,prep_plan,Software Engineer,3,3,0,1.0,1482.0,4575
2026-03-03,prep_plan,UX Designer,10,9,1,0.9,1608.5,15235
2026-03-03,study_notes,Data Analyst,56,54,2,0.9643,2097.89,101671
2026-03-03,study_notes,Finance Analyst,47,46,1,0.9787,2084.64,88833
2026-03-03,study_notes,Product Manager,32,32,0,1.0,2220.91,61433
2026-03-03,study_notes,Software Engineer,52,49,3,0.9423,2310.12,93650
2026-03-03,study_notes,UX Designer,35,32,3,0.9143,2231.69,61768
2026-03-04,exam_generation,Data Analyst,5,5,0,1.0,1700.4,7588
2026-03-04,exam_generation,Finance Analyst,9,9,0,1.0,1736.56,14037
2026-03-04,exam_generation,Product Manager,7,7,0,1.0,1469.57,11331
2026-03-04,exam_generation,Software Engineer,11,10,1,0.9091,1694.64,16383
2026-03-04,exam_generation,UX Designer,7,7,0,1.0,1832.43,10633
2026-03-04,job_analysis,Data Analyst,5,5,0,1.0,1577.8,7399
2026-03-04,job_analysis,Finance Analyst,12,12,0,1.0,1483.17,19655
2026-03-04,job_analysis,Product Manager,6,6,0,1.0,1698.83,9013
2026-03-04,job_analysis,Software Engineer,9,9,0,1.0,1527.0,14165
2026-03-04,job_analysis,UX Designer,5,5,0,1.0,1745.8,7623
2026-03-04,mock_interview,Data Analyst,4,3,1,0.75,1769.0,5467
2026-03-04,mock_interview,Finance Analyst,2,2,0,1.0,2458.0,2738
2026-03-04,mock_interview,Product Manager,2,2,0,1.0,1534.5,3748
2026-03-04,mock_interview,Software Engineer,1,1,0,1.0,1889.0,1538
2026-03-04,prep_plan,Data Analyst,2,2,0,1.0,1635.5,2778
2026-03-04,prep_plan,Finance Analyst,4,4,0,1.0,1499.0,4448
2026-03-04,prep_plan,Product Manager,7,7,0,1.0,1840.14,11489
2026-03-04,prep_plan,Software Engineer,7,7,0,1.0,1924.0,10858
2026-03-04,prep_plan,UX Designer,3,3,0,1.0,2146.33,4173
2026-03-04,study_notes,Data Analyst,41,40,1,0.9756,2239.0,73821
2026-03-04,study_notes,Finance Analyst,37,37,0,1.0,2102.89,69808
2026-03-04,study_notes,Product Manager,37,33,4,0.8919,2149.11,65799
2026-03-04,study_notes,Software Engineer,40,39,1,0.975,2056.25,71731
2026-03-04,study_notes,UX Designer,37,37,0,1.0,2332.95,68256
2026-03-05,exam_generation,Data Analyst,7,6,1,0.8571,1902.0,10459
2026-03-05,exam_generation,Finance Analyst,8,8,0,1.0,2031.25,11148
2026-03-05,exam_generation,Product Manager,11,11,0,1.0,1770.91,16437
2026-03-05,exam_generation,Software Engineer,9,8,1,0.8889,1722.56,13449
2026-03-05,exam_generation,UX Designer,6,5,1,0.8333,1802.0,8822
2026-03-05,job_analysis,Data Analyst,2,2,0,1.0,1786.0,2101
2026-03-05,job_analysis,Finance Analyst,4,4,0,1.0,1662.25,6402
2026-03-05,job_analysis,Product Manager,7,7,0,1.0,1719.71,11300
2026-03-05,job_analysis,Software Engineer,9,8,1,0.8889,1771.67,12134
2026-03-05,job_analysis,UX Designer,9,9,0,1.0,1683.44,13502
