event_date,acquisition_channel,target_role,active_users,signups,job_saves,plans_generated,notes_completed,exams_submitted,mocks_completed
2026-02-08,LinkedIn extension,UX Designer,19,4,4,2,8,3,1
2026-02-08,Manual paste,Data Analyst,11,0,3,1,6,1,0
2026-02-08,Manual paste,Finance Analyst,9,2,1,1,3,2,0
2026-02-08,Manual paste,Product Manager,15,1,1,0,6,1,0
2026-02-08,Manual paste,Software Engineer,10,1,1,3,7,1,0
2026-02-08,Manual paste,UX Designer,16,1,1,0,7,3,0
2026-02-09,Company career site,Data Analyst,16,2,1,2,6,2,0
2026-02-09,Company career site,Finance Analyst,9,3,1,0,3,1,0
2026-02-09,Company career site,Product Manager,6,0,0,0,2,0,0
2026-02-09,Company career site,Software Engineer,11,1,2,1,4,0,0
2026-02-09,Company career site,UX Designer,12,1,2,1,7,3,0
2026-02-09,Handshake extension,Data Analyst,20,3,6,1,7,4,0
2026-02-09,Handshake extension,Finance Analyst,19,2,2,3,5,5,1
2026-02-09,Handshake extension,Product Manager,28,0,3,4,11,8,0
2026-02-09,Handshake extension,Software Engineer,17,2,5,1,6,2,0
2026-02-09,Handshake extension,UX Designer,17,1,6,2,7,3,0
2026-02-09,LinkedIn extension,Data Analyst,21,1,1,2,16,2,1
2026-02-09,LinkedIn extension,Finance Analyst,25,1,3,3,4,7,0
2026-02-09,LinkedIn extension,Product Manager,27,5,1,0,11,3,0
2026-02-09,LinkedIn extension,Software Engineer,27,3,2,1,14,7,0
2026-02-09,LinkedIn extension,UX Designer,25,4,3,3,6,2,1
2026-02-09,Manual paste,Data Analyst,9,1,0,0,6,1,0
2026-02-09,Manual paste,Finance Analyst,10,0,3,1,4,4,0
2026-02-09,Manual paste,Product Manager,15,1,3,0,9,4,0
2026-02-09,Manual paste,Software Engineer,16,3,3,0,5,0,0
2026-02-09,Manual paste,UX Designer,16,3,0,0,5,1,1
2026-02-10,Company career site,Data Analyst,13,3,1,1,8,0,0
2026-02-10,Company career site,Finance Analyst,16,3,2,1,3,0,0
2026-02-10,Company career site,Product Manager,10,1,3,2,2,2,0
2026-02-10,Company career site,Software Engineer,10,1,2,0,6,0,0
2026-02-10,Company career site,UX Designer,14,0,3,1,9,1,1
2026-02-10,Handshake extension,Data Analyst,21,1,2,3,7,1,1
2026-02-10,Handshake extension,Finance Analyst,24,2,2,2,11,3,0
2026-02-10,Handshake extension,Product Manager,25,4,2,0,15,2,1
2026-02-10,Handshake extension,Software Engineer,17,2,1,1,3,4,0
2026-02-10,Handshake extension,UX Designer,16,1,1,1,10,1,2
2026-02-10,LinkedIn extension,Data Analyst,20,1,0,0,10,2,0
2026-02-10,LinkedIn extension,Finance Analyst,27,3,2,0,12,4,0
2026-02-10,LinkedIn extension,Product Manager,24,3,3,0,12,4,0
2026-02-10,LinkedIn extension,Software Engineer,22,3,2,0,13,3,1
2026-02-10,LinkedIn extension,UX Designer,27,3,7,2,11,3,1
2026-02-10,Manual paste,Data Analyst,12,3,1,1,5,1,0
2026-02-10,Manual paste,Finance Analyst,7,0,0,0,2,1,0
2026-02-10,Manual paste,Product Manager,18,3,0,2,9,0,0
2026-02-10,Manual paste,Software Engineer,15,1,2,1,10,3,0
2026-02-10,Manual paste,UX Designer,10,0,2,0,8,1,0
2026-02-11,Company career site,Data Analyst,11,2,0,0,9,1,0
2026-02-11,Company career site,Finance Analyst,12,4,0,1,2,1,0
2026-02-11,Company career site,Product Manager,12,1,2,1,8,0,1
2026-02-11,Company career site,Software Engineer,12,2,0,2,5,1,0
2026-02-11,Company career site,UX Designer,11,2,1,2,4,2,0
2026-02-11,Handshake extension,Data Analyst,18,1,2,3,14,4,0
2026-02-11,Handshake extension,Finance Analyst,18,1,2,1,14,3,0
2026-02-11,Handshake extension,Product Manager,26,2,3,3,14,8,1
2026-02-11,Handshake extension,Software Engineer,22,1,3,1,9,3,0
2026-02-11,Handshake extension,UX Designer,17,2,1,2,10,4,0
2026-02-11,LinkedIn extension,Data Analyst,22,3,5,1,13,2,1
2026-02-11,LinkedIn extension,Finance Analyst,20,3,3,1,7,5,2
2026-02-11,LinkedIn extension,Product Manager,22,3,0,1,13,1,2
2026-02-11,LinkedIn extension,Software Engineer,19,3,2,2,19,3,0
2026-02-11,LinkedIn extension,UX Designer,22,0,3,2,15,3,0
2026-02-11,Manual paste,Data Analyst,12,1,1,1,3,3,0
2026-02-11,Manual paste,Finance Analyst,7,1,0,0,1,1,0
2026-02-11,Manual paste,Product Manager,14,2,2,0,7,1,1
2026-02-11,Manual paste,Software Engineer,15,1,2,2,5,2,1
2026-02-11,Manual paste,UX Designer,11,1,1,0,8,0,0
2026-02-12,Company career site,Data Analyst,12,1,2,0,14,1,0
2026-02-12,Company career site,Finance Analyst,10,0,1,1,7,0,1
2026-02-12,Company career site,Product Manager,9,1,0,0,3,0,0
2026-02-12,Company career site,Software Engineer,12,1,2,1,7,0,1
2026-02-12,Company career site,UX Designer,15,2,1,1,9,4,0
2026-02-12,Handshake extension,Data Analyst,19,2,0,2,9,3,0
2026-02-12,Handshake extension,Finance Analyst,18,0,3,1,6,3,0
2026-02-12,Handshake extension,Product Manager,22,3,3,2,12,4,0
2026-02-12,Handshake extension,Software Engineer,20,3,2,2,10,2,0
2026-02-12,Handshake extension,UX Designer,17,2,2,1,11,3,0
2026-02-12,LinkedIn extension,Data Analyst,27,7,5,1,7,2,2
2026-02-12,LinkedIn extension,Finance Analyst,27,4,6,3,9,8,1
2026-02-12,LinkedIn extension,Product Manager,20,5,2,1,5,4,0
2026-02-12,LinkedIn extension,Software Engineer,25,4,4,2,17,4,0
2026-02-12,LinkedIn extension,UX Designer,22,1,1,5,9,4,2
2026-02-12,Manual paste,Data Analyst,11,2,1,1,2,0,0
2026-02-12,Manual paste,Finance Analyst,10,3,1,1,1,2,0
2026-02-12,Manual paste,Product Manager,12,4,0,0,5,1,0
2026-02-12,Manual paste,Software Engineer,16,3,1,1,7,1,0
2026-02-12,Manual paste,UX Designer,7,0,1,1,2,3,0
2026-02-13,Company career site,Data Analyst,15,1,3,2,4,2,0
2026-02-13,Company career site,Finance Analyst,10,1,0,0,3,3,1
2026-02-13,Company career site,Product Manager,10,0,2,1,5,3,1
2026-02-13,Company career site,Software Engineer,11,0,2,1,6,0,0
2026-02-13,Company career site,UX Designer,11,1,1,1,5,1,0
2026-02-13,Handshake extension,Data Analyst,19,3,1,1,12,4,1
2026-02-13,Handshake extension,Finance Analyst,21,3,3,3,13,1,0
2026-02-13,Handshake extension,Product Manager,28,1,3,2,10,7,1
2026-02-13,Handshake extension,Software Engineer,19,1,3,2,16,6,0
2026-02-13,Handshake extension,UX Designer,17,1,4,3,6,2,0
2026-02-13,LinkedIn extension,Data Analyst,18,2,2,3,14,4,2
2026-02-13,LinkedIn extension,Finance Analyst,24,3,2,1,14,2,1
2026-02-13,LinkedIn extension,Product Manager,17,4,3,0,4,3,0
2026-02-13,LinkedIn extension,Software Engineer,23,1,1,1,11,1,1
2026-02-13,LinkedIn extension,UX Designer,22,3,2,3,11,2,0
2026-02-13,Manual paste,Data Analyst,6,0,0,0,6,1,0
2026-02-13,Manual paste,Finance Analyst,7,2,1,2,2,1,0
2026-02-13,Manual paste,Product Manager,9,1,2,1,3,3,0
2026-02-13,Manual paste,Software Engineer,16,3,0,1,5,2,1
2026-02-13,Manual paste,UX Designer,13,1,3,0,4,1,0
2026-02-14,Company career site,Data Analyst,12,2,2,0,2,1,0
2026-02-14,Company career site,Finance Analyst,8,1,1,0,3,2,0
2026-02-14,Company career site,Product Manager,9,1,0,0,5,1,0
2026-02-14,Company career site,Software Engineer,15,1,3,0,7,3,0
2026-02-14,Company career site,UX Designer,12,1,1,1,6,1,0
2026-02-14,Handshake extension,Data Analyst,14,3,0,0,14,4,0
2026-02-14,Handshake extension,Finance Analyst,24,5,3,2,9,2,1
2026-02-14,Handshake extension,Product Manager,31,3,4,3,18,4,1
2026-02-14,Handshake extension,Software Engineer,22,2,4,3,13,0,0
2026-02-14,Handshake extension,UX Designer,16,2,3,2,12,3,0
2026-02-14,LinkedIn extension,Data Analyst,21,2,0,4,10,1,0
2026-02-14,LinkedIn extension,Finance Analyst,20,3,2,0,6,6,0
2026-02-14,LinkedIn extension,Product Manager,19,3,3,3,3,2,0
2026-02-14,LinkedIn extension,Software Engineer,26,3,4,4,14,5,2
2026-02-14,LinkedIn extension,UX Designer,25,2,6,1,7,7,0
2026-02-14,Manual paste,Data Analyst,8,1,0,0,7,0,0
2026-02-14,Manual paste,Finance Analyst,11,1,3,2,4,1,0
2026-02-14,Manual paste,Product Manager,13,2,0,0,5,0,0
2026-02-14,Manual paste,Software Engineer,19,7,3,0,4,2,0
2026-02-14,Manual paste,UX Designer,13,3,3,1,3,1,0
2026-02-15,Company career site,Data Analyst,12,1,0,0,9,1,0
2026-02-15,Company career site,Finance Analyst,10,2,1,1,3,0,0
2026-02-15,Company career site,Product Manager,11,0,1,0,3,3,0
2026-02-15,Company career site,Software Engineer,17,2,3,3,13,0,1
2026-02-15,Company career site,UX Designer,9,0,1,0,6,2,0
2026-02-15,Handshake extension,Data Analyst,21,4,2,0,12,5,1
2026-02-15,Handshake extension,Finance Analyst,21,2,3,4,8,1,0
2026-02-15,Handshake extension,Product Manager,25,3,2,2,16,4,0
2026-02-15,Handshake extension,Software Engineer,21,4,1,2,7,0,0
2026-02-15,Handshake extension,UX Designer,17,2,2,2,8,3,1
2026-02-15,LinkedIn extension,Data Analyst,21,1,2,3,7,2,0
2026-02-15,LinkedIn extension,Finance Analyst,21,5,2,1,11,1,0
2026-02-15,LinkedIn extension,Product Manager,17,4,2,0,7,1,0
2026-02-15,LinkedIn extension,Software Engineer,24,3,0,0,15,1,0
2026-02-15,LinkedIn extension,UX Designer,34,6,4,2,19,5,1
2026-02-15,Manual paste,Data Analyst,7,3,1,0,0,0,0
2026-02-15,Manual paste,Finance Analyst,11,2,3,2,3,0,0
2026-02-15,Manual paste,Product Manager,11,2,1,0,5,1,0
2026-02-15,Manual paste,Software Engineer,18,1,4,1,5,2,0
2026-02-15,Manual paste,UX Designer,12,3,1,1,5,0,1
2026-02-16,Company career site,Data Analyst,14,2,3,3,4,0,0
2026-02-16,Company career site,Finance Analyst,8,2,1,1,2,0,0
2026-02-16,Company career site,Product Manager,11,2,3,0,3,1,0
2026-02-16,Company career site,Software Engineer,11,0,1,1,9,0,0
2026-02-16,Company career site,UX Designer,8,0,0,0,4,1,0
2026-02-16,Handshake extension,Data Analyst,20,3,5,2,6,1,2
2026-02-16,Handshake extension,Finance Analyst,16,1,1,0,12,3,0
2026-02-16,Handshake extension,Product Manager,31,3,2,3,11,5,0
2026-02-16,Handshake extension,Software Engineer,18,1,2,0,10,3,0
2026-02-16,Handshake extension,UX Designer,16,0,0,3,10,2,0
2026-02-16,LinkedIn extension,Data Analyst,25,3,5,1,10,1,0
2026-02-16,LinkedIn extension,Finance Analyst,30,7,6,5,7,3,1
2026-02-16,LinkedIn extension,Product Manager,16,2,3,2,8,1,0
2026-02-16,LinkedIn extension,Software Engineer,26,4,3,2,11,7,0
2026-02-16,LinkedIn extension,UX Designer,26,1,3,2,10,5,0
2026-02-16,Manual paste,Data Analyst,12,3,2,0,3,1,0
2026-02-16,Manual paste,Finance Analyst,12,2,2,0,2,5,0
2026-02-16,Manual paste,Product Manager,9,1,3,0,2,0,0
2026-02-16,Manual paste,Software Engineer,12,1,0,0,3,2,0
2026-02-16,Manual paste,UX Designer,8,1,2,1,2,0,0
2026-02-17,Company career site,Data Analyst,16,4,0,0,8,2,2
2026-02-17,Company career site,Finance Analyst,8,1,0,1,5,1,0
2026-02-17,Company career site,Product Manager,11,2,0,2,2,2,0
2026-02-17,Company career site,Software Engineer,9,0,0,1,6,1,1
2026-02-17,Company career site,UX Designer,10,2,0,1,8,2,0
2026-02-17,Handshake extension,Data Analyst,20,1,1,4,13,3,1
2026-02-17,Handshake extension,Finance Analyst,18,2,3,2,9,3,1
2026-02-17,Handshake extension,Product Manager,23,3,0,2,12,3,1
2026-02-17,Handshake extension,Software Engineer,14,0,0,2,11,2,1
2026-02-17,Handshake extension,UX Designer,15,0,0,1,9,1,0
2026-02-17,LinkedIn extension,Data Analyst,20,1,4,4,11,2,1
2026-02-17,LinkedIn extension,Finance Analyst,28,4,1,2,12,4,1
2026-02-17,LinkedIn extension,Product Manager,18,2,5,1,6,3,0
2026-02-17,LinkedIn extension,Software Engineer,23,5,2,1,10,3,1
2026-02-17,LinkedIn extension,UX Designer,23,0,2,1,9,6,1
2026-02-17,Manual paste,Data Analyst,10,1,3,2,1,0,0
2026-02-17,Manual paste,Finance Analyst,11,2,0,0,4,0,1
2026-02-17,Manual paste,Product Manager,6,2,0,0,4,1,0
2026-02-17,Manual paste,Software Engineer,20,1,1,3,9,1,0
2026-02-17,Manual paste,UX Designer,12,2,2,2,4,2,0
2026-02-18,Company career site,Data Analyst,15,2,1,2,4,5,0
2026-02-18,Company career site,Finance Analyst,10,1,2,0,4,0,0
2026-02-18,Company career site,Product Manager,11,2,1,0,3,1,2
2026-02-18,Company career site,Software Engineer,10,1,1,1,6,1,0
2026-02-18,Company career site,UX Designer,12,2,1,0,2,3,0
2026-02-18,Handshake extension,Data Analyst,22,0,5,0,11,4,0
2026-02-18,Handshake extension,Finance Analyst,18,1,2,2,11,1,0
2026-02-18,Handshake extension,Product Manager,23,2,0,1,16,5,1
2026-02-18,Handshake extension,Software Engineer,18,2,3,1,6,1,0
2026-02-18,Handshake extension,UX Designer,16,1,2,1,14,0,0
2026-02-18,LinkedIn extension,Data Analyst,21,2,1,3,17,2,0
2026-02-18,LinkedIn extension,Finance Analyst,22,0,2,2,10,5,0
2026-02-18,LinkedIn extension,Product Manager,20,1,3,6,6,3,1
2026-02-18,LinkedIn extension,Software Engineer,22,3,5,2,9,3,2
2026-02-18,LinkedIn extension,UX Designer,28,2,6,3,15,2,0
2026-02-18,Manual paste,Data Analyst,12,5,0,1,2,0,1
2026-02-18,Manual paste,Finance Analyst,12,0,3,1,7,3,0
2026-02-18,Manual paste,Product Manager,9,2,3,0,3,0,0
2026-02-18,Manual paste,Software Engineer,18,1,4,0,12,4,0
2026-02-18,Manual paste,UX Designer,15,1,0,2,5,0,1
2026-02-19,Company career site,Data Analyst,15,4,4,0,3,1,0
2026-02-19,Company career site,Finance Analyst,10,0,2,0,5,4,2
2026-02-19,Company career site,Product Manager,8,1,0,0,4,3,0
2026-02-19,Company career site,Software Engineer,13,2,1,1,8,4,1
2026-02-19,Company career site,UX Designer,14,1,1,1,2,2,0
2026-02-19,Handshake extension,Data Analyst,18,3,3,2,10,0,0
2026-02-19,Handshake extension,Finance Analyst,18,2,1,1,9,5,0
2026-02-19,Handshake extension,Product Manager,23,2,5,1,17,2,0
2026-02-19,Handshake extension,Software Engineer,20,3,0,2,9,0,1
2026-02-19,Handshake extension,UX Designer,19,2,4,2,9,6,0
2026-02-19,LinkedIn extension,Data Analyst,22,5,1,1,13,1,0
2026-02-19,LinkedIn extension,Finance Analyst,24,6,3,1,12,3,0
2026-02-19,LinkedIn extension,Product Manager,17,1,2,3,5,0,0
2026-02-19,LinkedIn extension,Software Engineer,25,2,3,3,11,3,0
2026-02-19,LinkedIn extension,UX Designer,31,4,3,2,18,4,0
2026-02-19,Manual paste,Data Analyst,7,1,0,0,5,1,0
2026-02-19,Manual paste,Finance Analyst,10,2,1,2,3,0,0
2026-02-19,Manual paste,Product Manager,6,2,1,2,0,0,0
2026-02-19,Manual paste,Software Engineer,15,1,2,2,7,2,0
2026-02-19,Manual paste,UX Designer,11,3,0,0,5,1,0
2026-02-20,Company career site,Data Analyst,16,2,1,1,7,2,0
2026-02-20,Company career site,Finance Analyst,10,2,1,2,6,3,1
2026-02-20,Company career site,Product Manager,10,3,0,1,7,1,1
2026-02-20,Company career site,Software Engineer,11,1,1,0,4,3,0
2026-02-20,Company career site,UX Designer,14,3,2,0,2,1,0
2026-02-20,Handshake extension,Data Analyst,18,3,3,3,7,4,0
2026-02-20,Handshake extension,Finance Analyst,18,2,2,1,17,6,0
2026-02-20,Handshake extension,Product Manager,24,1,2,3,11,6,0
2026-02-20,Handshake extension,Software Engineer,19,3,2,1,8,2,0
2026-02-20,Handshake extension,UX Designer,15,1,1,0,8,5,0
2026-02-20,LinkedIn extension,Data Analyst,21,3,0,0,10,4,0
2026-02-20,LinkedIn extension,Finance Analyst,29,4,6,0,7,4,0
2026-02-20,LinkedIn extension,Product Manager,23,4,2,1,12,3,0
2026-02-20,LinkedIn extension,Software Engineer,25,5,1,1,9,5,1
2026-02-20,LinkedIn extension,UX Designer,31,2,3,4,18,9,0
2026-02-20,Manual paste,Data Analyst,8,1,1,0,3,0,0
2026-02-20,Manual paste,Finance Analyst,14,4,0,1,4,2,0
2026-02-20,Manual paste,Product Manager,8,4,1,1,2,1,0
2026-02-20,Manual paste,Software Engineer,14,1,2,0,3,2,1
2026-02-20,Manual paste,UX Designer,11,0,1,0,5,1,0
2026-02-21,Company career site,Data Analyst,12,0,1,2,9,1,0
2026-02-21,Company career site,Finance Analyst,10,2,0,1,1,0,0
2026-02-21,Company career site,Product Manager,7,3,1,0,2,1,0
2026-02-21,Company career site,Software Engineer,12,2,1,1,4,2,0
2026-02-21,Company career site,UX Designer,12,3,1,2,4,1,0
2026-02-21,Handshake extension,Data Analyst,19,2,3,4,9,8,1
2026-02-21,Handshake extension,Finance Analyst,22,2,4,3,19,6,0
2026-02-21,Handshake extension,Product Manager,23,1,2,1,24,7,1
2026-02-21,Handshake extension,Software Engineer,22,4,3,0,9,2,0
2026-02-21,Handshake extension,UX Designer,22,4,3,1,15,1,0
2026-02-21,LinkedIn extension,Data Analyst,22,2,1,0,12,3,0
2026-02-21,LinkedIn extension,Finance Analyst,22,1,4,2,7,4,0
2026-02-21,LinkedIn extension,Product Manager,19,2,4,0,12,2,1
2026-02-21,LinkedIn extension,Software Engineer,20,1,2,4,8,4,0
2026-02-21,LinkedIn extension,UX Designer,35,5,3,5,16,10,0
2026-02-21,Manual paste,Data Analyst,5,2,1,1,1,0,0
2026-02-21,Manual paste,Finance Analyst,17,4,3,0,6,2,0
2026-02-21,Manual paste,Product Manager,12,4,2,1,3,0,0
2026-02-21,Manual paste,Software Engineer,13,2,0,0,4,3,1
2026-02-21,Manual paste,UX Designer,10,2,1,0,8,2,0
2026-02-22,Company career site,Data Analyst,10,2,1,0,6,1,1
2026-02-22,Company career site,Finance Analyst,9,0,2,1,3,2,0
2026-02-22,Company career site,Product Manager,11,3,2,0,3,2,0
2026-02-22,Company career site,Software Engineer,13,2,1,0,7,1,0
2026-02-22,Company career site,UX Designer,12,0,0,0,6,0,0
2026-02-22,Handshake extension,Data Analyst,15,1,1,0,13,2,1
2026-02-22,Handshake extension,Finance Analyst,25,2,1,1,15,1,1
2026-02-22,Handshake extension,Product Manager,20,5,2,1,6,3,0
2026-02-22,Handshake extension,Software Engineer,19,2,2,3,8,1,0
2026-02-22,Handshake extension,UX Designer,20,1,2,2,11,3,0
2026-02-22,LinkedIn extension,Data Analyst,17,2,0,0,10,3,1
2026-02-22,LinkedIn extension,Finance Analyst,27,5,5,1,10,7,0
2026-02-22,LinkedIn extension,Product Manager,21,0,0,3,9,3,1
2026-02-22,LinkedIn extension,Software Engineer,23,2,4,2,8,2,1
2026-02-22,LinkedIn extension,UX Designer,29,3,2,1,16,3,1
2026-02-22,Manual paste,Data Analyst,5,1,2,0,1,0,0
2026-02-22,Manual paste,Finance Analyst,16,2,0,0,5,1,0
2026-02-22,Manual paste,Product Manager,6,2,1,0,2,0,0
2026-02-22,Manual paste,Software Engineer,9,0,0,1,6,3,0
2026-02-22,Manual paste,UX Designer,10,4,2,0,2,0,0
2026-02-23,Company career site,Data Analyst,20,5,4,2,4,2,0
2026-02-23,Company career site,Finance Analyst,19,3,1,1,2,5,0
2026-02-23,Company career site,Product Manager,9,2,1,0,4,0,0
2026-02-23,Company career site,Software Engineer,8,2,2,1,3,0,0
2026-02-23,Company career site,UX Designer,8,0,2,0,6,5,0
2026-02-23,Handshake extension,Data Analyst,20,1,3,4,9,3,1
2026-02-23,Handshake extension,Finance Analyst,17,0,1,0,7,5,0
2026-02-23,Handshake extension,Product Manager,24,0,5,0,11,5,0
2026-02-23,Handshake extension,Software Engineer,21,2,2,0,9,2,1
2026-02-23,Handshake extension,UX Designer,20,3,0,1,15,1,2
2026-02-23,LinkedIn extension,Data Analyst,24,3,3,2,15,2,0
2026-02-23,LinkedIn extension,Finance Analyst,28,3,4,4,14,1,1
2026-02-23,LinkedIn extension,Product Manager,17,1,3,1,8,4,1
2026-02-23,LinkedIn extension,Software Engineer,29,7,2,0,11,4,1
2026-02-23,LinkedIn extension,UX Designer,24,0,1,3,15,2,2
2026-02-23,Manual paste,Data Analyst,6,0,1,1,2,2,0
2026-02-23,Manual paste,Finance Analyst,13,4,0,3,3,1,0
2026-02-23,Manual paste,Product Manager,7,3,2,0,2,0,0
2026-02-23,Manual paste,Software Engineer,13,2,2,0,5,4,1
2026-02-23,Manual paste,UX Designer,13,1,1,1,4,0,0
2026-02-24,Company career site,Data Analyst,9,0,1,1,3,1,0
2026-02-24,Company career site,Finance Analyst,9,1,0,0,4,1,0
2026-02-24,Company career site,Product Manager,8,2,0,1,5,0,0
2026-02-24,Company career site,Software Engineer,13,3,1,0,2,2,1
2026-02-24,Company career site,UX Designer,9,1,1,1,3,1,0
2026-02-24,Handshake extension,Data Analyst,22,3,4,1,16,2,0
2026-02-24,Handshake extension,Finance Analyst,19,0,1,0,11,5,1
2026-02-24,Handshake extension,Product Manager,24,1,3,2,12,7,2
2026-02-24,Handshake extension,Software Engineer,21,2,3,2,10,2,2
2026-02-24,Handshake extension,UX Designer,16,2,1,0,13,1,0
2026-02-24,LinkedIn extension,Data Analyst,24,0,3,3,13,8,1
2026-02-24,LinkedIn extension,Finance Analyst,26,2,3,2,9,3,0
2026-02-24,LinkedIn extension,Product Manager,23,3,5,2,9,2,0
2026-02-24,LinkedIn extension,Software Engineer,17,2,4,2,7,0,1
2026-02-24,LinkedIn extension,UX Designer,23,1,0,0,14,7,2
2026-02-24,Manual paste,Data Analyst,7,0,1,0,4,0,0
2026-02-24,Manual paste,Finance Analyst,11,1,0,0,6,4,0
2026-02-24,Manual paste,Product Manager,8,1,3,0,3,1,0
2026-02-24,Manual paste,Software Engineer,11,0,3,2,3,1,0
2026-02-24,Manual paste,UX Designer,13,1,2,0,5,1,0
2026-02-25,Company career site,Data Analyst,22,4,5,2,8,2,0
2026-02-25,Company career site,Finance Analyst,9,1,1,1,3,0,1
2026-02-25,Company career site,Product Manager,9,2,0,0,2,1,0
2026-02-25,Company career site,Software Engineer,10,0,0,1,3,4,0
2026-02-25,Company career site,UX Designer,8,0,1,1,5,0,0
2026-02-25,Handshake extension,Data Analyst,22,1,4,3,9,5,0
2026-02-25,Handshake extension,Finance Analyst,17,5,2,0,7,3,0
2026-02-25,Handshake extension,Product Manager,21,1,3,3,8,5,1
2026-02-25,Handshake extension,Software Engineer,30,1,4,2,12,0,0
2026-02-25,Handshake extension,UX Designer,13,1,0,1,8,3,0
2026-02-25,LinkedIn extension,Data Analyst,21,2,4,1,14,3,0
2026-02-25,LinkedIn extension,Finance Analyst,28,7,2,4,12,3,4
2026-02-25,LinkedIn extension,Product Manager,28,3,3,2,14,5,0
2026-02-25,LinkedIn extension,Software Engineer,29,3,4,4,12,4,0
2026-02-25,LinkedIn extension,UX Designer,32,4,4,2,23,4,0
2026-02-25,Manual paste,Data Analyst,8,1,1,0,2,1,0
2026-02-25,Manual paste,Finance Analyst,17,5,4,1,4,2,1
2026-02-25,Manual paste,Product Manager,10,1,2,4,0,2,0
2026-02-25,Manual paste,Software Engineer,13,0,1,2,6,2,0
2026-02-25,Manual paste,UX Designer,8,0,2,0,4,1,0
2026-02-26,Company career site,Data Analyst,15,0,1,1,8,2,0
2026-02-26,Company career site,Finance Analyst,13,4,1,0,4,1,0
2026-02-26,Company career site,Product Manager,7,1,1,0,2,2,0
2026-02-26,Company career site,Software Engineer,11,3,2,1,3,2,0
2026-02-26,Company career site,UX Designer,6,1,0,0,2,0,0
2026-02-26,Handshake extension,Data Analyst,24,3,1,2,17,2,0
2026-02-26,Handshake extension,Finance Analyst,12,0,1,1,7,2,0
2026-02-26,Handshake extension,Product Manager,20,1,1,1,12,5,0
2026-02-26,Handshake extension,Software Engineer,19,2,0,2,11,3,0
2026-02-26,Handshake extension,UX Designer,14,1,1,0,3,2,1
2026-02-26,LinkedIn extension,Data Analyst,25,5,4,2,10,4,1
2026-02-26,LinkedIn extension,Finance Analyst,25,1,3,1,13,2,1
2026-02-26,LinkedIn extension,Product Manager,23,4,4,3,7,3,0
2026-02-26,LinkedIn extension,Software Engineer,24,6,4,2,5,3,0
2026-02-26,LinkedIn extension,UX Designer,29,4,1,1,14,3,1
2026-02-26,Manual paste,Data Analyst,8,4,1,0,1,0,0
2026-02-26,Manual paste,Finance Analyst,14,1,1,1,5,1,0
2026-02-26,Manual paste,Product Manager,11,2,3,0,7,2,0
2026-02-26,Manual paste,Software Engineer,15,6,1,0,4,0,0
2026-02-26,Manual paste,UX Designer,7,2,0,0,2,1,0
2026-02-27,Company career site,Data Analyst,14,1,1,2,9,2,1
2026-02-27,Company career site,Finance Analyst,8,0,1,0,4,1,0
2026-02-27,Company career site,Product Manager,7,1,1,1,4,0,0
2026-02-27,Company career site,Software Engineer,11,0,3,0,2,4,0
2026-02-27,Company career site,UX Designer,5,1,0,0,1,0,1
2026-02-27,Handshake extension,Data Analyst,19,1,1,2,15,2,0
2026-02-27,Handshake extension,Finance Analyst,18,3,2,1,6,4,1
2026-02-27,Handshake extension,Product Manager,15,2,1,2,7,2,0
2026-02-27,Handshake extension,Software Engineer,21,3,3,1,11,5,0
2026-02-27,Handshake extension,UX Designer,14,3,1,1,8,3,1
2026-02-27,LinkedIn extension,Data Analyst,24,3,4,2,8,3,2
2026-02-27,LinkedIn extension,Finance Analyst,22,5,2,2,10,1,0
2026-02-27,LinkedIn extension,Product Manager,22,3,0,5,13,4,2
2026-02-27,LinkedIn extension,Software Engineer,24,3,5,2,10,4,0
2026-02-27,LinkedIn extension,UX Designer,24,3,2,2,13,4,1
2026-02-27,Manual paste,Data Analyst,11,3,3,0,1,0,0
2026-02-27,Manual paste,Finance Analyst,22,2,3,2,7,0,1
2026-02-27,Manual paste,Product Manager,10,2,0,2,3,1,0
2026-02-27,Manual paste,Software Engineer,14,5,1,2,3,3,0
2026-02-27,Manual paste,UX Designer,11,1,4,2,2,0,0
2026-02-28,Company career site,Data Analyst,17,1,2,1,6,4,0
2026-02-28,Company career site,Finance Analyst,13,2,1,1,3,2,0
2026-02-28,Company career site,Product Manager,8,2,2,1,1,2,0
2026-02-28,Company career site,Software Engineer,7,2,1,1,1,0,0
2026-02-28,Company career site,UX Designer,6,0,1,0,2,1,0
2026-02-28,Handshake extension,Data Analyst,23,3,1,1,19,5,0
2026-02-28,Handshake extension,Finance Analyst,17,5,1,1,10,0,2
2026-02-28,Handshake extension,Product Manager,20,2,3,0,9,4,1
2026-02-28,Handshake extension,Software Engineer,17,2,3,0,10,0,1
2026-02-28,Handshake extension,UX Designer,15,2,1,0,8,0,0
2026-02-28,LinkedIn extension,Data Analyst,25,3,3,1,14,4,0
2026-02-28,LinkedIn extension,Finance Analyst,33,7,5,3,17,3,2
2026-02-28,LinkedIn extension,Product Manager,24,3,2,0,11,3,0
2026-02-28,LinkedIn extension,Software Engineer,26,3,3,6,16,7,0
2026-02-28,LinkedIn extension,UX Designer,27,2,5,2,14,5,1
2026-02-28,Manual paste,Data Analyst,6,1,1,2,3,2,0
2026-02-28,Manual paste,Finance Analyst,8,3,1,0,3,0,0
